Version:      v0.2.0-RC1-2-g59e98b3b
Git revision: 59e98b3b
Git branch:   teat/e2e-permissionless-sync
Go version:   go1.19.10
Built:        Mon, 03 Jul 2023 08:04:46 +0000
OS/Arch:      linux/amd64
2023-07-03T10:22:18.687Z	[34mINFO[0m	cmd/run.go:51	Starting application	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.448Z	[35mDEBUG[0m	state/batch.go:254	ExecuteBatch[processBatchRequest.BatchL2Data]: 0xe712843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e9808051a511c0bf3485099af28931bb4a6d3c3256a6c551ae284eb816f6806bbcaab95aa8dcc17440181079288251df45b6a51a30e1a063ea782cc3c439458a05ef8c1bffe713843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e980806c89ae90169ddaaa9312c3409794db1cfa567b474b7ae0a63afdc2c51527e76211efe07ef7e4d692bd3770d495078ecf83b694c0e1ba0d94c06cc586dd407fa11bffe714843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e98080897bc738a8eea2d799204fbcd4f5ac2bb9ec5e68bd0f07a336ab92f56e3d85592b4cefa2d38648698cc95b409e09c8c4511241336a978346a554225d8a5da1f41bffe715843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e980806f521ef71e16d45d3a80e1b666e4b396e0d0211b0de377bcb626e288c3a594500fc3b69412876e56bbed6e495c97e993f92b06b2d9b1dc9332b83db7d71d5e881cffe716843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e98080ba2371db28b05f80b70f80bcaf21eb96bf61002d645910a52eecc953d6e743951e5a70f964c97d8be51e63baf803adb4733f70cdd2e9c088d13469c1e79e3e361bffe717843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e980808f042a2ed956a51f1ae3f54d85f6348aafecf2bd12a242055c0cb430830f0f6e67aec57019539c9d227844ecaf2965f2aa778fd66acb33be83dce9fa224851b41cffe718843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e98080b45873032ddfa967a5bd9da9859fe3c885973374d1501ba53739f32e7b1635ed66d312589298138fc1b70d25d33f49f5474a4474b4327edbd6a3451610f1e1cf1bffe719843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e98080f5b6554d04ac4bc96cdd76dd456bb25e4a2aa30615a01ed9b7b5858d4ebc04886bad70cb24337ca96963c3ec4e6da155574064421a4cc5ba088f17b1a8e556e81cffe71a843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e9808007647733b77ce853d92d46137e5826166a4a919dcb281d92524f4759bbd6dd0966b726f36256d55965f073d6e632b3a6d85dc4ff9cb712db215662228eddc41b1bffe71b843b9aca008252089470997970c51812dc3a010c7d01b50e0d17dc79c8822710808203e9808076972897e3dfbcd745deaa9507769094618cfc6448e73130fad82a9ebb71373a13ad2af41d1e3990ab86c074e1d6b99071b3cdb7d64098b0bdfb390c25f0f0d71cff	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.448Z	[35mDEBUG[0m	state/batch.go:255	ExecuteBatch[processBatchRequest.From]: 	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.448Z	[35mDEBUG[0m	state/batch.go:256	ExecuteBatch[processBatchRequest.OldStateRoot]: 0x02e109ff00ee3955c2a5d22943e58222f1ae24711eebcd6d1f4c2127a722e8c3	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.449Z	[35mDEBUG[0m	state/batch.go:257	ExecuteBatch[processBatchRequest.GlobalExitRoot]: 0x0000000000000000000000000000000000000000000000000000000000000000	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.449Z	[35mDEBUG[0m	state/batch.go:258	ExecuteBatch[processBatchRequest.OldAccInputHash]: 0x6ac93d172d253ba25431cd86404a7bca9a606d07483bec4202edf0083876d563	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.449Z	[35mDEBUG[0m	state/batch.go:259	ExecuteBatch[processBatchRequest.EthTimestamp]: 1688379759	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.449Z	[35mDEBUG[0m	state/batch.go:260	ExecuteBatch[processBatchRequest.Coinbase]: 0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.449Z	[35mDEBUG[0m	state/batch.go:261	ExecuteBatch[processBatchRequest.UpdateMerkleTree]: 0	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.449Z	[35mDEBUG[0m	state/batch.go:262	ExecuteBatch[processBatchRequest.ChainId]: 1001	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.449Z	[35mDEBUG[0m	state/batch.go:263	ExecuteBatch[processBatchRequest.ForkId]: 5	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:00.534Z	[35mDEBUG[0m	synchronizer/synchronizer.go:311	Position: 0. BlockNumber: 163. BlockHash: 0x969c58c503a9e890db7aba27722db0e56c25b4134eaebe5945f530c1026b4cb3	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:01.547Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:01.552Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 164	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:01.552Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:02.566Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:02.571Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 165	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:02.572Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:03.585Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:03.590Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 166	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:03.590Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:04.605Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:04.610Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 167	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:04.610Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:05.624Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:05.629Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 168	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:05.629Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:06.641Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:06.646Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 169	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:06.646Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:07.657Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:07.659Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 170	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:07.659Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:08.672Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:08.677Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 171	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:08.677Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:09.691Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:09.696Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 172	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:09.696Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:10.710Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:10.715Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 173	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:10.715Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:11.723Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:11.728Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 174	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:11.728Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:12.732Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:12.733Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 175	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:12.733Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:13.735Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:13.737Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 176	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:13.737Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:14.740Z	[34mINFO[0m	synchronizer/synchronizer.go:224	L1 state fully synchronized	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:14.741Z	[34mINFO[0m	synchronizer/synchronizer.go:284	Syncing block 164 of 177	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
2023-07-03T10:23:14.741Z	[34mINFO[0m	synchronizer/synchronizer.go:285	Getting rollup info from block 164 to block 264	{"pid": 1, "version": "v0.2.0-RC1-2-g59e98b3b"}
